,resp,type_org,name_org,type_resp,type_resp_due,type_resp_spec,type_resp_reduced,type_org_due,type_org_spec,type_org_reduced,resp_with_id
1012,California Ocean Protection Council (OPC),fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,193.California Ocean Protection Council (OPC)
1013,California Ocean Protection Council (OPC),fed,United States Geological Survey (USGS),state,gov,state,regional,gov,federal,regional,193.California Ocean Protection Council (OPC)
1014,California Ocean Protection Council (OPC),state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,193.California Ocean Protection Council (OPC)
1015,California Ocean Protection Council (OPC),state,California Coastal Commission,state,gov,state,regional,gov,state,regional,193.California Ocean Protection Council (OPC)
1016,California Ocean Protection Council (OPC),state,California State Coastal Conservancy,state,gov,state,regional,gov,state,regional,193.California Ocean Protection Council (OPC)
1017,California Ocean Protection Council (OPC),state,California State Lands Commission,state,gov,state,regional,gov,state,regional,193.California Ocean Protection Council (OPC)
1018,California State Coastal Conservancy,county,Alameda County,state,gov,state,regional,gov,county,county,NA
1019,California State Coastal Conservancy,county,Alameda County,state,gov,state,regional,gov,county,county,NA
1020,California State Coastal Conservancy,county,Alameda County,state,gov,state,regional,gov,county,county,NA
1021,California State Coastal Conservancy,county,City and County of San Francisco,state,gov,state,regional,gov,county,county,NA
1022,California State Coastal Conservancy,county,Contra Costa County,state,gov,state,regional,gov,county,county,NA
1023,California State Coastal Conservancy,county,Marin County,state,gov,state,regional,gov,county,county,NA
1024,California State Coastal Conservancy,county,Marin County,state,gov,state,regional,gov,county,county,NA
1025,California State Coastal Conservancy,county,Marin County,state,gov,state,regional,gov,county,county,NA
1026,California State Coastal Conservancy,county,Marin County,state,gov,state,regional,gov,county,county,NA
1027,California State Coastal Conservancy,county,Marin County,state,gov,state,regional,gov,county,county,NA
1028,California State Coastal Conservancy,county,Napa County,state,gov,state,regional,gov,county,county,NA
1029,California State Coastal Conservancy,county,San Mateo County,state,gov,state,regional,gov,county,county,NA
1030,California State Coastal Conservancy,county,San Mateo County,state,gov,state,regional,gov,county,county,NA
1031,California State Coastal Conservancy,county,San Mateo County,state,gov,state,regional,gov,county,county,NA
1032,California State Coastal Conservancy,county,Solano County,state,gov,state,regional,gov,county,county,NA
1033,California State Coastal Conservancy,county,Sonoma County,state,gov,state,regional,gov,county,county,NA
1034,California State Coastal Conservancy,fed,Environmental Protection Agency (EPA),NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1035,California State Coastal Conservancy,fed,EPA,NA,NA,NA,NA,NA,NA,NA,328.California State Coastal Conservancy
1036,California State Coastal Conservancy,fed,Federal Emergency Management Agency (FEMA),state,gov,state,regional,gov,federal,regional,NA
1037,California State Coastal Conservancy,fed,FEMA,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1038,California State Coastal Conservancy,fed,Golden Gate National Parks Conservancy,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1039,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1040,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1041,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1042,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1043,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1044,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1045,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1046,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1047,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1048,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1049,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1050,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1051,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1052,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1053,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1054,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1055,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1056,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1057,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,635.California State Coastal Conservancy
1058,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1059,California State Coastal Conservancy,fed,National Oceanic and Atmospheric Administration (NOAA),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1060,California State Coastal Conservancy,fed,NFWF,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1061,California State Coastal Conservancy,fed,NOAA,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1062,California State Coastal Conservancy,fed,NOAA,NA,NA,NA,NA,NA,NA,NA,328.California State Coastal Conservancy
1063,California State Coastal Conservancy,fed,NOAA Coastal Services Center,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1064,California State Coastal Conservancy,fed,United States Army Corps of Engineers (USACE),state,gov,state,regional,gov,federal,regional,NA
1065,California State Coastal Conservancy,fed,United States Environmental Protection Agency (EPA),state,gov,state,regional,gov,federal,regional,NA
1066,California State Coastal Conservancy,fed,United States Environmental Protection Agency (EPA),state,gov,state,regional,gov,federal,regional,NA
1067,California State Coastal Conservancy,fed,United States Environmental Protection Agency (EPA),state,gov,state,regional,gov,federal,regional,NA
1068,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1069,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1070,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1071,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1072,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1073,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1074,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1075,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1076,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1077,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1078,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,624.California State Coastal Conservancy
1079,California State Coastal Conservancy,fed,United States Fish and Wildlife Service (US FWS),state,gov,state,regional,gov,federal,regional,144.California State Coastal Conservancy
1080,California State Coastal Conservancy,fed,United States Geological Survey (USGS),state,gov,state,regional,gov,federal,regional,NA
1081,California State Coastal Conservancy,fed,United States Geological Survey (USGS),state,gov,state,regional,gov,federal,regional,NA
1082,California State Coastal Conservancy,fed,US EPA,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1083,California State Coastal Conservancy,fed,US Fish and Wildlfe Service,NA,NA,NA,NA,NA,NA,NA,635.California State Coastal Conservancy
1084,California State Coastal Conservancy,fed,US Fish and Wildlife Service,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1085,California State Coastal Conservancy,fed,US Fish and Wildlife Service,NA,NA,NA,NA,NA,NA,NA,328.California State Coastal Conservancy
1086,California State Coastal Conservancy,local,Alameda County,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1087,California State Coastal Conservancy,local,Alameda County,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1088,California State Coastal Conservancy,local,Alameda County Flood Control & Water Conservation District,state,gov,state,regional,gov,local,local,NA
1089,California State Coastal Conservancy,local,Alameda county flood control and water conservation district,NA,NA,NA,NA,NA,NA,NA,328.California State Coastal Conservancy
1090,California State Coastal Conservancy,local,Alameda County Public Works Agency,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1091,California State Coastal Conservancy,local,City of Richmond,state,gov,state,regional,gov,local,local,NA
1092,California State Coastal Conservancy,local,City of San Rafael,state,gov,state,regional,gov,local,local,NA
1093,California State Coastal Conservancy,local,East Bay Regional Park District,state,gov,state,regional,gov,local,local,624.California State Coastal Conservancy
1094,California State Coastal Conservancy,local,East Bay Regional Park District,state,gov,state,regional,gov,local,local,624.California State Coastal Conservancy
1095,California State Coastal Conservancy,local,Marin County,NA,NA,NA,NA,NA,NA,NA,635.California State Coastal Conservancy
1096,California State Coastal Conservancy,local,Marin County,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1097,California State Coastal Conservancy,local,Marin County,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1098,California State Coastal Conservancy,local,Marin County,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1099,California State Coastal Conservancy,local,Marin Resource Conservation District,state,gov,state,regional,gov,local,local,635.California State Coastal Conservancy
1100,California State Coastal Conservancy,local,Napa County,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1101,California State Coastal Conservancy,local,Port of San Francisco,state,gov,state,regional,gov,local,local,NA
1102,California State Coastal Conservancy,local,San Francisco Bay Restoration Authority,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1103,California State Coastal Conservancy,local,San Francisco City and County ,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1104,California State Coastal Conservancy,local,San Jose Regional Wastewater Facility,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1105,California State Coastal Conservancy,local,San Jose-Santa Clara Regional Water Facility,state,gov,state,regional,gov,local,local,NA
1106,California State Coastal Conservancy,local,San Mateo County,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1107,California State Coastal Conservancy,local,San Mateo County,NA,NA,NA,NA,NA,NA,NA,328.California State Coastal Conservancy
1108,California State Coastal Conservancy,local,San Mateo County,NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1109,California State Coastal Conservancy,local,Santa Clara Valley Water District,state,gov,state,regional,gov,local,local,212.California State Coastal Conservancy
1110,California State Coastal Conservancy,local,Santa Clara Valley Water District,state,gov,state,regional,gov,local,local,328.California State Coastal Conservancy
1111,California State Coastal Conservancy,local,Santa Clara Valley Water District,state,gov,state,regional,gov,local,local,212.California State Coastal Conservancy
1112,California State Coastal Conservancy,local,Santa Clara Valley Water District,state,gov,state,regional,gov,local,local,328.California State Coastal Conservancy
1113,California State Coastal Conservancy,local,Solano County,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1114,California State Coastal Conservancy,local,Sonoma County,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1115,California State Coastal Conservancy,nongov,Bay Trail,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1116,California State Coastal Conservancy,nongov,Citizens Committee to Complete the Refuge,state,gov,state,regional,nongov,citizen,advocacy_local,212.California State Coastal Conservancy
1117,California State Coastal Conservancy,nongov,Ducks Unlimited,state,gov,state,regional,nongov,env,advocacy,144.California State Coastal Conservancy
1118,California State Coastal Conservancy,nongov,Golden Gate National Parks Conservancy,state,gov,state,regional,nongov,env,advocacy,NA
1119,California State Coastal Conservancy,nongov,Hog Island Oyster Co,state,gov,state,regional,nongov,nongov,business,624.California State Coastal Conservancy
1120,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,144.California State Coastal Conservancy
1121,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,624.California State Coastal Conservancy
1122,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,635.California State Coastal Conservancy
1123,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,144.California State Coastal Conservancy
1124,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,624.California State Coastal Conservancy
1125,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,635.California State Coastal Conservancy
1126,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,144.California State Coastal Conservancy
1127,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,624.California State Coastal Conservancy
1128,California State Coastal Conservancy,nongov,Marin Audubon Society,state,gov,state,regional,nongov,env_local,advocacy_local,635.California State Coastal Conservancy
1129,California State Coastal Conservancy,nongov,Marin Community Foundation,state,gov,state,regional,nongov,citizen,advocacy_local,624.California State Coastal Conservancy
1130,California State Coastal Conservancy,nongov,National Fish and Wildlife Foundation,state,gov,state,regional,nongov,federal,regional,NA
1131,California State Coastal Conservancy,nongov,Point Blue Conservation Science (PBCS),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1132,California State Coastal Conservancy,nongov,Point Blue Conservation Science (PBCS),state,gov,state,regional,nongov,research,knowledge,635.California State Coastal Conservancy
1133,California State Coastal Conservancy,nongov,Point Blue Conservation Science (PBCS),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1134,California State Coastal Conservancy,nongov,Point Blue Conservation Science (PBCS),state,gov,state,regional,nongov,research,knowledge,635.California State Coastal Conservancy
1135,California State Coastal Conservancy,nongov,San Francisco Bay Joint Venture,state,gov,state,regional,nongov,lobby,lobby,144.California State Coastal Conservancy
1136,California State Coastal Conservancy,nongov,San Francisco Bay Joint Venture,state,gov,state,regional,nongov,lobby,lobby,144.California State Coastal Conservancy
1137,California State Coastal Conservancy,nongov,San Francisco Bay National Wildlife Refuge,state,gov,state,regional,nongov,env,advocacy,NA
1138,California State Coastal Conservancy,nongov,San Francisco Bay Trail,state,gov,state,regional,nongov,env,advocacy,NA
1139,California State Coastal Conservancy,nongov,San Francisco Bay Trail,state,gov,state,regional,nongov,env,advocacy,NA
1140,California State Coastal Conservancy,nongov,San Francisco Bay Trail,state,gov,state,regional,nongov,env,advocacy,NA
1141,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,624.California State Coastal Conservancy
1142,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,328.California State Coastal Conservancy
1143,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1144,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,624.California State Coastal Conservancy
1145,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,328.California State Coastal Conservancy
1146,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1147,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,624.California State Coastal Conservancy
1148,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,328.California State Coastal Conservancy
1149,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1150,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,624.California State Coastal Conservancy
1151,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,328.California State Coastal Conservancy
1152,California State Coastal Conservancy,nongov,San Francisco Estuary Institute (SFEI),state,gov,state,regional,nongov,research,knowledge,144.California State Coastal Conservancy
1153,California State Coastal Conservancy,nongov,San Francisco Estuary Partnership (SFEP),state,gov,state,regional,nongov,env,advocacy,624.California State Coastal Conservancy
1154,California State Coastal Conservancy,nongov,San Francisco Estuary Partnership (SFEP),state,gov,state,regional,nongov,env,advocacy,144.California State Coastal Conservancy
1155,California State Coastal Conservancy,nongov,San Francisco Estuary Partnership (SFEP),state,gov,state,regional,nongov,env,advocacy,624.California State Coastal Conservancy
1156,California State Coastal Conservancy,nongov,San Francisco Estuary Partnership (SFEP),state,gov,state,regional,nongov,env,advocacy,144.California State Coastal Conservancy
1157,California State Coastal Conservancy,nongov,San Francisco State University,state,gov,state,regional,nongov,research,knowledge,624.California State Coastal Conservancy
1158,California State Coastal Conservancy,nongov,Save the Bay,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1159,California State Coastal Conservancy,nongov,Save The Bay,state,gov,state,regional,nongov,env,advocacy,624.California State Coastal Conservancy
1160,California State Coastal Conservancy,nongov,Save The Bay,state,gov,state,regional,nongov,env,advocacy,624.California State Coastal Conservancy
1161,California State Coastal Conservancy,nongov,SFEI,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1162,California State Coastal Conservancy,nongov,Shore-Up Marin,state,gov,state,regional,nongov,citizen,advocacy_local,NA
1163,California State Coastal Conservancy,nongov,ShoreUp Marin,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1164,California State Coastal Conservancy,nongov,Sonoma Land Trust,state,gov,state,regional,nongov,env_local,advocacy_local,144.California State Coastal Conservancy
1165,California State Coastal Conservancy,nongov,The Nature Conservancy,state,gov,state,regional,nongov,env,advocacy,624.California State Coastal Conservancy
1166,California State Coastal Conservancy,nongov,UC Davis,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1167,California State Coastal Conservancy,nongov,University of California Davis,state,gov,state,regional,nongov,research,knowledge,NA
1168,California State Coastal Conservancy,reg,Association of Bay Area Governments (ABAG),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1169,California State Coastal Conservancy,reg,Bay Area Air Quality Management District (BAAQMD),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1170,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1171,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1172,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1173,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1174,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1175,California State Coastal Conservancy,reg,Bay Area Regional Collaborative (BARC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1176,California State Coastal Conservancy,reg,Bay Conservation and Development Commission (BCDC),NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1177,California State Coastal Conservancy,reg,Bay Conservation and Development Commission (BCDC),NA,NA,NA,NA,NA,NA,NA,213.California State Coastal Conservancy
1178,California State Coastal Conservancy,reg,City of Richmond,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1179,California State Coastal Conservancy,reg,City of San Rafael,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1180,California State Coastal Conservancy,reg,Contra Costa County,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1181,California State Coastal Conservancy,reg,East Bay Regional Park District,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1182,California State Coastal Conservancy,reg,Marin County,NA,NA,NA,NA,NA,NA,NA,624.California State Coastal Conservancy
1183,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1184,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1185,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1186,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1187,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1188,California State Coastal Conservancy,reg,Metropolitan Transportation Commission (MTC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1189,California State Coastal Conservancy,reg,MTC,NA,NA,NA,NA,NA,NA,NA,212.California State Coastal Conservancy
1190,California State Coastal Conservancy,reg,San Francisco Bay Ferry (Water Transit),state,gov,state,regional,gov,regional,regional,NA
1191,California State Coastal Conservancy,reg,San Francisco Bay Regional Water Quality Control Board,state,gov,state,regional,gov,regional,regional,NA
1192,California State Coastal Conservancy,reg,San Francisco Bay Regional Water Quality Control Board,state,gov,state,regional,gov,regional,regional,NA
1193,California State Coastal Conservancy,reg,San Francisco Bay Regional Water Quality Control Board,state,gov,state,regional,gov,regional,regional,NA
1194,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1195,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1196,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1197,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1198,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1199,California State Coastal Conservancy,reg,San Francisco Bay Restoration Authority,state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1200,California State Coastal Conservancy,reg,San Francisco Bay Trail,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1201,California State Coastal Conservancy,reg,San Francisco Bay Trail Program,NA,NA,NA,NA,NA,NA,NA,144.California State Coastal Conservancy
1202,California State Coastal Conservancy,state, San Francisco Bay Regional Water Quality Control Board,NA,NA,NA,NA,NA,NA,NA,205.California State Coastal Conservancy
1203,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1204,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1205,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1206,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1207,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1208,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1209,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1210,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1211,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1212,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1213,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1214,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1215,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1216,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1217,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1218,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1219,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1220,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1221,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1222,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1223,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,213.California State Coastal Conservancy
1224,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,205.California State Coastal Conservancy
1225,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,144.California State Coastal Conservancy
1226,California State Coastal Conservancy,state,Bay Conservation and Development Commission (BCDC),state,gov,state,regional,gov,regional,regional,328.California State Coastal Conservancy
1227,California State Coastal Conservancy,state,California Coastal Commission,state,gov,state,regional,gov,state,regional,213.California State Coastal Conservancy
